stand,plot,tree,dbh.2014,rad.inc,species,exp
48,4,3,22.4,8,psme,50
48,4,4,26.1,11,psme,50
48,4,5,21.9,3,psme,50
48,4,6,29.1,13,psme,50
48,4,7,27,11,psme,50
48,4,8,22.3,7,psme,50
48,4,9,25.7,10,psme,50
48,4,10,26.8,8,psme,50
48,4,11,30.8,9,psme,50
48,4,12,25.5,10,psme,50
48,4,13,25.1,9,psme,50
48,5,1,31,11,psme,50
48,5,2,25.7,3,psme,50
48,5,3,17.4,2,psme,50
48,5,4,23.6,4,psme,50
48,5,5,32.2,9,psme,50
48,5,6,27.3,11,psme,50
48,5,7,33.8,13,psme,50
48,5,8,33.2,9,psme,50
48,5,9,20.1,4,psme,50
48,5,10,25.5,4,psme,50
48,5,11,29,8,psme,50
48,5,12,29.5,6,psme,50
48,5,13,33.7,13,psme,50
48,5,14,30.9,10,psme,50
48,5,15,27,4,psme,50
48,6,1,21.8,1,psme,50
48,6,2,25.3,8,psme,50
48,6,3,26.3,6,psme,50
48,6,4,25.6,9,psme,50
48,6,5,30.4,10,psme,50
48,6,6,22.4,4,psme,50
48,6,7,30.5,8,psme,50
48,6,8,22.4,4,psme,50
48,6,9,34.1,22.5,psme,50
48,6,10,22.5,5,psme,50
48,6,11,31.8,5,psme,50
48,6,12,43.6,20,psme,50
48,6,13,25.2,4,psme,50
48,6,14,26.8,7,psme,50
48,6,15,21.6,4,psme,50
48,7,1,32.8,13,psme,50
48,7,2,22.7,4,psme,50
48,7,3,25.5,5,psme,50
48,7,4,21.8,3,psme,50
48,7,5,30.1,3,psme,50
48,7,6,23.7,5,psme,50
48,7,7,31.1,17,psme,50
48,7,8,26.5,6,psme,50
48,7,9,25.6,7,psme,50
48,7,10,23.6,6,psme,50
48,7,11,29.5,12,psme,50
48,7,12,27.7,10,psme,50
48,7,13,30.2,10,psme,50
48,7,14,21.1,6,psme,50
48,7,15,39.2,18,psme,50
48,8,1,23,13,psme,50
48,8,2,26.6,7,psme,50
48,8,3,25.9,5,psme,50
48,8,4,23.5,5,psme,50
48,8,5,26.9,11,psme,50
48,8,6,26.3,10,psme,50
48,8,7,29,12,psme,50
48,8,8,32.5,18,psme,50
48,8,9,29.7,19,psme,50
48,8,10,19,9,psme,50
48,8,11,32.4,17,psme,50
48,8,12,29.9,13,psme,50
48,8,13,18,5,psme,50
48,8,14,20.2,5,psme,50
48,9,1,36.9,12,psme,50
48,9,2,24.3,6,psme,50
48,9,3,25.9,9,psme,50
48,9,4,35.8,16,psme,50
48,9,5,19.3,7,psme,50
48,9,6,23.2,4,psme,50
48,9,7,22.8,4,psme,50
48,9,8,25.9,5,psme,50
48,9,9,26.5,4,psme,50
48,9,10,20.7,4,psme,50
48,9,11,26.9,3,psme,50
48,9,12,29.4,14,psme,50
48,10,1,30.9,6,psme,50
48,10,2,22.9,2,psme,50
48,10,3,38.5,15,psme,50
48,10,4,26.9,5,psme,50
48,10,5,24.5,4,psme,50
48,10,6,32.5,10,psme,50
48,10,7,25.9,6,psme,50
48,10,8,32.2,19,psme,50
48,10,9,23.6,3,psme,50
48,10,10,23,6,psme,50
48,10,11,18.9,10,psme,50
48,10,12,36.6,10,psme,50
48,10,13,29.6,7,psme,50
48,10,14,36.1,12,psme,50
48,11,1,31.9,3,psme,50
48,11,2,21.2,8,psme,50
48,11,3,25.9,3,psme,50
48,11,4,37.9,11,psme,50
48,11,5,21.4,4,psme,50
48,11,6,21.2,2,psme,50
48,11,7,24.2,5,psme,50
48,11,8,32,13,psme,50
48,11,9,32.2,9,psme,50
48,11,10,21.7,8,psme,50
48,11,11,38.1,7,psme,50
48,11,12,21.2,4,psme,50
48,11,13,31.8,4,psme,50
48,12,1,24.6,5,psme,50
48,12,2,28,14,psme,50
48,12,3,34.4,8,psme,50
48,12,4,32.1,10,psme,50
48,12,5,29.6,10,psme,50
48,12,6,36.2,12,psme,50
48,12,7,34.4,4,psme,50
48,12,8,39.6,14,psme,50
48,12,9,37.2,8,psme,50
48,12,10,35.6,16,psme,50
48,12,11,19.6,4,psme,50
48,12,12,22.6,4,psme,50
48,12,13,32.1,4,psme,50
48,13,1,13.3,3,psme,50
48,13,2,27.1,9,psme,50
48,13,3,28.6,6,psme,50
48,13,4,26,5,psme,50
48,13,5,21.8,3,psme,50
48,13,6,31.1,11,psme,50
48,13,7,29.2,9,psme,50
48,13,8,15.7,2,psme,50
48,13,9,25.3,5,psme,50
48,13,10,24.9,3,psme,50
48,13,11,27.4,8,psme,50
48,13,12,33.8,12,psme,50
48,13,13,27.2,7,psme,50
48,14,1,24.1,10,psme,50
48,14,2,13,3,psme,50
48,14,3,32.4,14,psme,50
48,14,4,29.9,14,psme,50
48,14,5,36.3,16,psme,50
48,14,6,20.8,5,psme,50
48,14,7,28.8,7,psme,50
48,14,8,26.9,4,psme,50
48,14,9,24.6,9,psme,50
48,14,10,24.3,11,psme,50
48,14,11,20,5,psme,50
48,14,12,29.5,12,psme,50
48,14,13,28.4,11,psme,50
54,22,1,37.5,18,psme,50
54,22,2,27,5,psme,50
54,22,3,29.1,14,psme,50
54,22,4,26.1,14,psme,50
54,22,5,34.1,12,psme,50
54,22,6,21.2,5,psme,50
54,22,7,31.6,16,psme,50
54,22,8,30.1,6,psme,50
54,22,9,34.5,14,psme,50
54,22,10,31.9,9,psme,50
54,22,11,20.7,4,psme,50
54,22,12,28,15,psme,50
54,23,1,30.3,9,psme,50
54,23,2,31.8,9,psme,50
54,23,3,31.2,12,psme,50
54,23,4,30,5,psme,50
54,23,5,32.8,15,psme,50
54,23,6,29.6,4,psme,50
54,23,7,15.8,11,acma,50
54,23,8,31.5,13,psme,50
54,23,9,28.6,8,psme,50
54,23,10,35,10,psme,50
54,23,11,36.9,11,psme,50
54,23,12,30.1,10,psme,50
54,23,13,26.3,8,psme,50
48,15,1,23.4,11,psme,50
48,15,2,30.1,11,psme,50
48,15,3,31.1,15,psme,50
48,15,4,34.2,13,psme,50
48,15,5,28,8,psme,50
48,15,6,21.2,5,psme,50
48,15,7,28.8,14,psme,50
48,15,8,32,15,psme,50
48,15,9,18.7,4,psme,50
48,15,10,20.9,4,psme,50
48,15,11,37.4,16,psme,50
48,15,12,22.2,4,psme,50
48,15,13,28.5,7,psme,50
48,15,14,21.2,5,psme,50
48,15,15,28.2,12,psme,50
48,16,1,28.5,8,psme,50
48,16,2,27.6,13,psme,50
48,16,3,29.6,14,psme,50
48,16,4,18.2,3,psme,50
48,16,5,18.9,2,psme,50
48,16,6,28.7,6,psme,50
48,16,7,28.6,9,psme,50
48,16,8,22.8,2,psme,50
48,16,9,24,5,psme,50
48,16,10,28.2,9,psme,50
48,16,11,20.6,5,psme,50
48,16,12,31.6,12,psme,50
48,17,1,32.7,9,psme,50
48,17,2,27.1,10,psme,50
48,17,3,26.8,9,psme,50
48,17,4,30.3,12,psme,50
48,17,5,18.7,1,psme,50
48,17,6,37.7,15,psme,50
48,17,7,24.5,5,psme,50
48,17,8,26.2,7,psme,50
48,17,9,31.1,8,psme,50
48,18,1,22.2,5,psme,50
48,18,2,34.8,21,psme,50
48,18,3,27.7,11,psme,50
48,18,4,25.7,10,psme,50
48,18,5,35.3,23,psme,50
48,18,6,30,17,psme,50
48,18,7,33.5,12,psme,50
54,24,1,23.4,5,psme,50
54,24,2,32,13,psme,50
54,24,3,33.6,15,psme,50
54,24,4,36.3,15,psme,50
54,24,5,25.1,7,psme,50
54,24,6,34.3,11,psme,50
54,24,7,28.6,6,psme,50
54,24,8,32,9,psme,50
54,24,9,27.5,8,psme,50
54,24,10,33.5,12,psme,50
54,24,11,29.4,12,psme,50
54,25,1,27.7,4,psme,50
54,25,2,25.5,8,psme,50
54,25,3,27.1,8,psme,50
54,25,4,35.5,10,psme,50
54,25,5,40.4,13,psme,50
54,25,6,42.7,17,psme,50
54,25,7,33.2,12,psme,50
54,25,8,36.5,16,psme,50
54,25,9,34.1,15,psme,50
54,25,10,27.5,5,psme,50
54,25,11,31.3,7,psme,50
54,26,1,29.5,5,psme,50
54,26,2,29.3,11,psme,50
54,26,3,38.2,12,psme,50
54,26,4,35.6,9,psme,50
54,26,5,27.1,13,psme,50
54,26,6,27,5,psme,50
54,26,7,29.9,9,psme,50
54,26,8,31,19,psme,50
54,26,9,33.7,12,psme,50
54,26,10,25.2,6,psme,50
54,26,11,33.4,10,psme,50
54,27,1,37,14,psme,50
54,27,2,34,10,psme,50
54,27,3,26.7,8,psme,50
54,27,4,27.3,6,psme,50
54,27,5,26,7,psme,50
54,27,6,26.5,4,psme,50
54,27,7,34.7,12,psme,50
54,27,8,22.4,1,psme,50
54,27,9,26.2,3,psme,50
54,27,10,29.3,5,psme,50
54,27,11,26.5,6,psme,50
54,27,12,26.2,7,psme,50
54,27,13,32.2,10,psme,50
54,27,14,27.4,8,psme,50
54,27,15,26.7,4,psme,50
54,28,1,32.9,10,psme,50
54,28,2,31.6,7,psme,50
54,28,3,26.9,6,psme,50
54,28,4,24,9,psme,50
54,28,5,30.7,8,psme,50
54,28,6,31.2,12,psme,50
54,28,7,36,16,psme,50
54,28,8,27.8,11,psme,50
54,28,9,28.9,9,psme,50
54,28,10,27.8,12,psme,50
54,28,11,22.5,7,psme,50
54,28,12,31.1,6,psme,50
54,28,13,30.2,8,psme,50
54,28,14,31.8,8,psme,50
54,28,15,25.1,7,psme,50
54,29,1,28.6,16,psme,50
54,29,2,24.5,6,psme,50
54,29,3,29.9,11,psme,50
54,29,4,22.9,6,psme,50
54,29,5,32.2,11,psme,50
54,29,6,25,4,psme,50
54,29,7,32.7,14,psme,50
54,29,8,27.9,7,psme,50
54,29,9,29.1,11,psme,50
54,29,10,27.6,9,psme,50
54,29,11,22.5,6,psme,50
54,29,12,31.4,9,psme,50
54,29,13,27.3,13,psme,50
54,29,14,20.2,2,psme,50
54,29,15,28.5,10,psme,50
54,29,16,34.2,17,psme,50
54,30,1,32.3,13,psme,50
54,30,2,28.4,13,psme,50
54,30,3,29.7,12,psme,50
54,30,4,23.5,8,psme,50
54,30,5,34.5,15,psme,50
54,30,6,25,4,psme,50
54,30,7,23.8,9,psme,50
54,30,8,26,6,psme,50
54,30,9,29.6,11,psme,50
54,30,10,28.8,13,psme,50
54,30,11,30.6,13,psme,50
54,30,12,31,13,psme,50
54,31,1,25.6,6,psme,50
54,31,2,28,13,psme,50
54,31,3,30.9,9,psme,50
54,31,4,17.8,3,psme,50
54,31,5,22.7,6,psme,50
54,31,6,28.5,11,psme,50
54,31,7,28.1,9,psme,50
54,31,8,30.4,6,psme,50
54,31,9,27.9,5,psme,50
54,31,10,25.5,5,psme,50
54,31,11,26.8,7,psme,50
54,31,12,29,17,psme,50
54,31,13,27,4,psme,50
54,31,14,24.9,12,psme,50
54,31,15,28.2,10,psme,50
54,32,1,17.7,2,psme,50
54,32,2,24.5,3,psme,50
54,32,3,24.8,3,psme,50
54,32,4,21,3,psme,50
54,32,5,33.1,19,psme,50
54,32,6,26,6,psme,50
54,32,7,40.4,13,psme,50
54,32,8,36.5,10,psme,50
54,32,9,27.6,6,psme,50
54,32,10,37.6,15,psme,50
54,32,11,33.5,11,psme,50
54,33,1,28.6,7,psme,50
54,33,2,28.2,8,psme,50
54,33,3,21,3,psme,50
54,33,4,25.3,10,psme,50
54,33,5,24.8,6,psme,50
54,33,6,30.8,6,psme,50
54,33,7,36.7,20,psme,50
54,33,8,22.8,8,psme,50
54,33,9,28.4,7,psme,50
54,33,10,24.4,5,psme,50
54,33,11,29.3,12,psme,50
54,33,12,27.2,11,psme,50
54,33,13,27.7,8,psme,50
54,34,1,20.8,5,psme,50
54,34,2,22.5,14,psme,50
54,34,3,20.2,6,psme,50
54,34,4,27.5,13,psme,50
54,34,5,23.4,9,psme,50
54,34,6,29.1,12,psme,50
54,34,7,21.3,5,psme,50
54,34,8,27,12,psme,50
54,34,9,24.8,9,psme,50
54,34,10,26,13,psme,50
54,34,11,18.4,7,psme,50
54,34,12,27.2,14,psme,50
54,34,13,28.8,14,psme,50
54,34,14,14.6,3,psme,50
54,34,15,25.7,13,psme,50
54,35,1,24.1,10,psme,50
54,35,2,19.6,14,psme,50
54,35,3,23.9,10,psme,50
54,35,4,17.5,8,psme,50
54,35,5,22.6,4,psme,50
54,35,6,30.4,18,psme,50
54,35,7,28.4,13,psme,50
54,35,8,29.5,14,psme,50
54,35,9,15.8,3,psme,50
54,35,10,30.6,15,psme,50
54,35,11,18.4,6,psme,50
54,35,12,27.1,9,psme,50
54,35,13,21.9,14,psme,50
54,35,14,19.7,9,psme,50
54,35,15,25.8,21,psme,50
54,35,16,20.5,10,psme,50
54,35,17,20.6,6,psme,50
54,36,1,25.5,11,psme,50
54,36,2,28.2,15,psme,50
54,36,3,24.7,8,psme,50
54,36,4,20.7,7,psme,50
54,36,5,26.5,14,psme,50
54,36,6,26,6,psme,50
54,36,7,25.6,8,psme,50
54,36,8,26.1,10,psme,50
54,36,9,30.8,16,psme,50
54,36,10,27,13,psme,50
54,36,11,21.3,8,psme,50
54,37,1,26.8,5,psme,50
54,37,2,32.6,15,psme,50
54,37,3,18.9,2,psme,50
54,37,4,24.3,7,psme,50
54,37,5,27.5,10,psme,50
54,37,6,25.3,8,psme,50
54,37,7,31.3,14,psme,50
54,37,8,30.7,9,psme,50
54,37,9,30.3,11,psme,50
54,37,10,20.4,3,psme,50
54,37,11,22.8,4,psme,50
54,37,12,29.7,14,psme,50
54,37,13,26.7,10,psme,50
54,37,14,27,8,psme,50
54,38,1,29.6,12,psme,50
54,38,2,25.8,16,psme,50
54,38,3,25.7,8,psme,50
54,38,4,26.4,10,psme,50
54,38,5,31,14,psme,50
54,38,6,15.4,3,psme,50
54,38,7,31.9,14,psme,50
54,38,8,31.5,12,psme,50
54,38,9,33.2,12,psme,50
54,38,10,30.7,10,psme,50
73,12,1,33.5,7,psme,50
73,12,2,39.5,15,psme,50
73,12,3,25.5,4,psme,50
73,12,4,27.5,1,psme,50
73,12,5,32.1,4,psme,50
73,12,6,24.2,4,psme,50
73,12,7,39.8,14,psme,50
73,12,8,38.5,15,psme,50
73,12,9,36.5,11,psme,50
73,13,1,31.6,5,psme,50
73,13,2,18.8,4,psme,50
73,13,3,39.5,12,psme,50
73,13,4,25,4,psme,50
73,13,5,38.8,7,psme,50
73,13,6,25.8,4,psme,50
73,13,7,43.3,8,psme,50
73,13,8,37.1,12,psme,50
73,13,9,39.3,8,psme,50
73,13,10,28.8,9,psme,50
73,13,11,22.6,5,psme,50
73,14,1,34.8,6,psme,50
73,14,2,40.7,13,psme,50
73,14,3,40.4,12,psme,50
73,14,4,47.4,16,psme,50
73,14,5,33.1,9,psme,50
73,14,6,37.3,6,psme,50
73,14,7,25.9,7,psme,50
73,14,8,28.7,7,psme,50
73,14,9,39.7,13,psme,50
73,15,1,32.2,11,psme,50
73,15,2,20.5,2,psme,50
73,15,3,41.5,11,psme,50
73,15,4,31.3,10,psme,50
73,15,5,33.1,11,psme,50
73,15,6,30.1,6,psme,50
73,15,7,36.3,12,psme,50
73,15,8,30,11,psme,50
73,15,9,29,10,psme,50
73,15,10,35.8,10,psme,50
73,15,11,34.8,10,psme,50
73,16,1,29.5,7,psme,50
73,16,2,47.9,16,psme,50
73,16,3,29.1,6,psme,50
73,16,4,41.9,15,psme,50
73,16,5,40,12,psme,50
73,16,6,33.7,12,psme,50
73,16,7,44.7,15,psme,50
73,16,8,25.7,5,psme,50
73,16,9,24.2,3,psme,50
73,16,10,26.4,12,psme,50
73,17,1,39.5,15,psme,50
73,17,2,27.8,5,psme,50
73,17,3,27.2,5,psme,50
73,17,4,32.1,10,psme,50
73,17,5,40.5,6,psme,50
73,17,6,22.2,3,psme,50
73,17,7,23.7,9,psme,50
73,17,8,32,6,psme,50
73,17,9,37.6,13,psme,50
73,17,10,37.8,12,psme,50
73,17,11,38.3,11,psme,50
73,17,12,34.6,7,psme,50
73,17,13,37.5,11,psme,50
73,18,1,45,16,psme,50
73,18,2,25.8,5,psme,50
73,18,3,37.7,15,psme,50
73,18,4,23.9,1,psme,50
73,18,5,39.8,9,psme,50
73,18,6,35.4,11,psme,50
73,18,7,37.5,13,psme,50
73,18,8,42.8,10,psme,50
73,18,9,44.8,9,psme,50
73,18,10,32.7,8,psme,50
73,19,1,36.2,12,psme,50
73,19,2,35.2,10,psme,50
73,19,3,23.6,6,psme,50
73,19,4,34.8,10,psme,50
73,19,5,30.9,10,psme,50
73,19,6,32.1,10,psme,50
73,19,7,32.4,11,psme,50
73,19,8,26.1,9,psme,50
73,19,9,35,12,psme,50
73,19,10,30.8,4,psme,50
73,19,11,29.8,13,psme,50
73,19,12,33.7,11,psme,50
73,19,13,32,11,psme,50
73,19,14,25.5,6,psme,50
73,20,1,33,15,psme,50
73,20,2,32.3,8,psme,50
73,20,3,33,15,psme,50
73,20,4,35.8,12,psme,50
73,20,5,15.6,1,psme,50
73,20,6,38.8,16,psme,50
73,20,7,29.4,11,psme,50
73,20,8,38.8,17,psme,50
73,20,9,23.4,4,psme,50
73,21,1,33.3,6,psme,50
73,21,2,29.3,5,psme,50
73,21,3,35.9,10,psme,50
73,21,4,26,6,psme,50
73,21,5,31,7,psme,50
73,21,6,41.6,16,psme,50
73,21,7,20.6,4,psme,50
73,21,8,15.1,2,psme,50
73,21,9,31.6,11,psme,50
73,21,10,35.2,14,psme,50
73,21,11,35.2,8,psme,50
73,21,12,21.9,3,psme,50
73,22,1,30.6,17,psme,50
73,22,2,28.1,11,psme,50
73,22,3,23,2,psme,50
73,22,4,36.4,14,psme,50
73,22,5,31.9,7,psme,50
73,22,6,22.5,6,psme,50
73,22,7,28.5,7,psme,50
73,22,8,21.8,6,psme,50
73,22,9,29.6,7,psme,50
73,22,10,28,7,psme,50
73,22,11,22.5,2,psme,50
73,22,12,21,5,psme,50
73,22,13,42,12,psme,50
73,22,14,31.7,10,psme,50
73,22,15,30.6,9,psme,50
73,22,16,35.6,8,psme,50
73,22,17,19.7,2,psme,50
73,22,18,27.2,3,psme,50
